,Full Username,Date of Tweet,Number of Replies,Total Engagements,cleaned tweet,sentiment text,sentiment_prob,tags,outlier_merged,merged_label,merged_description
408,@MobilePunch,2025-02-02,4,94.0,"Punch Newspapers ���������I was not on the BRT lane! I am begging you. This motor cannot tow my vehicle. I am begging the whole of Nigeria to help me! I am not on the BRT lane. My daughter���������s convocation is today! Officers, you are wicked. Wh",negative,0.903447747,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
409,@Oluwanifise13,2025-06-24,2,6.0,"If I tell you the route my BRT took from the island to ikotun today. Una go cry for me, I never knew we could go around Lagos like that before.",negative,0.696088791,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
410,@AmodaOgunlere,2025-06-27,8,19.0,"Comrade m d The conceptualization, design and implementation of the Lagos BRT, the first in Africa by Bola Ahmed Tinubu is one of the best reforms in Nigerians modern day history and the best transportation reform in West Africa and one of the best in Africa.",positive,0.913937747,"LEGAL, NEWS",4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
411,@EniolaRaji1990,2025-06-26,1,5.0,"Eniola Raji Yara'adua, GEJ & Buhari were in power but federation money did not transform Abuja till now. BRT, Blue/Red railline,Atlantic City, Lekki Deep sea port/Dangote in Lagos erupted from PBAT leadership when there was no federation money. PBAT in Abuja account for current development.",neutral,0.488328308,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
412,@jofjac2,2025-06-26,0,1.0," SupportGoodMusic I want to sincerely thank the Lagos State Government for the provision of BRT buses across the city. It may not seem like much to some, but to many of us ��������� it means movement, dignity, and progress. GOD bless Lagos State. GOD bless Nigeria. GOD bless ",positive,0.972557962,OTHERS,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
413,@boy_in_prime,2025-06-27,0,0.0,"AD SH N Indeed BRT remain the best means to commute within Lagos, this one con still get AC Lamataonline Una well done",positive,0.90792197,OTHERS,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
414,@EniolaRaji1990,2025-06-26,0,1.0,"Eniola Raji The idiot post as if we don't know Calabar was once FCT too. Also, BRT,BLUE&Red line rail, Eko Atlantic city,Lekki Deep sea port,Dangote Refinery &LAMATA ferry services were all put in place without federation money but with sheer ingenuity/successive good leadership in Lagos.",neutral,0.647089779,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
415,@allibaloo,2025-06-24,6,140.0,Alli-Balogun H.Lekan There's really no justification for maintaining dedicated BRT lanes on certain bridges in Lagos���������particularly Odo Iyalaro and Eko Bridge���������especially during peak hours. This approach reflects poor traffic management. Instead of easing co,negative,0.80363971,"INFRASTRUCTURE, LEGAL",7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
416,@Mosopefoluwa_,2025-06-24,0,1.0,M. These BRT lanes on Ikorodu area are so under-utilised. We should have more BRT vehicles and phase out Danfos and Koropes but APC and the Lagos Govt. are in bed with NURTW or whatever it is they're calling themselves these days,negative,0.775726736,SUGGESTION,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
417,@R4zaki,2025-06-24,2,2.0,"The R Different pattern full Lagos people hand, this man sitting beside me in this BRT bus mess do face like say nothing happen",negative,0.716135442,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
418,@EniolaRaji1990,2025-06-26,0,1.0,"Eniola Raji Vision of the man that birthed BRT, Eko atlantic city, Blue&Red line rail, Lekki Deep sea port&Dangote Refinery in Lagos without federation money is the vision that is now transforming Abuja. Three Presidents ruled Nigeria b4 PBAT without visible transformation U see in FCT now.",neutral,0.672581792,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
419,@Rhemendy_LM,2025-06-24,0,0.0,zero love for hypocrites For Lagos lastma go Dey find person wey the tiny line of brt lane ,negative,0.698418915,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
420,@akhimien_martha,2025-06-24,0,0.0,I.C.E LASG TRAIN YOUR BRT DRIVERS PLEASE lagos,neutral,0.765612006,LEGAL,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
421,@EchoNewsNG,2025-06-21,0,1.0,EchoNews LAGOS COMMUTERS IN FEAR: Two BRT Buses Collide in High-Speed Crash,negative,0.608466029,ACCIDENT,3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
422,@peculiard...,2025-06-21,0,2.0,The Best Of Men Are Still MEN . Another brt Accident in Lagos Second time this week around PWD to airport bu stop. Whats really going on ?,negative,0.646190286,ACCIDENT,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
